route,viewport,width,status,title,h1,h1_count,main_present,main_text_length,contextual_offer_present,visible_mojibake,horizontal_overflow,console_error_count,network_failure_count,accessibility_issue_count,screenshot,result
/tools/hmo-license-checker,mobile,390,200,HMO Licence Checker | England Landlords,HMO License Checker,1,yes,6240,no,no,no,0,0,1,screenshots/tools-hmo-license-checker-mobile.png,review
/tools/hmo-license-checker,tablet,768,304,HMO Licence Checker | England Landlords,HMO License Checker,1,yes,6240,no,no,no,0,0,1,screenshots/tools-hmo-license-checker-tablet.png,review
/tools/hmo-license-checker,desktop,1440,304,HMO Licence Checker | England Landlords,HMO License Checker,1,yes,6240,no,no,no,0,0,1,screenshots/tools-hmo-license-checker-desktop.png,review
/tools/rent-arrears-calculator,mobile,390,200,Rent Arrears Calculator | UK Landlords,Rent Arrears Calculator,1,yes,5128,yes,no,no,0,0,2,screenshots/tools-rent-arrears-calculator-mobile.png,review
/tools/rent-arrears-calculator,tablet,768,304,Rent Arrears Calculator | UK Landlords,Rent Arrears Calculator,1,yes,5128,yes,no,no,0,0,2,screenshots/tools-rent-arrears-calculator-tablet.png,review
/tools/rent-arrears-calculator,desktop,1440,304,Rent Arrears Calculator | UK Landlords,Rent Arrears Calculator,1,yes,5128,yes,no,no,0,0,2,screenshots/tools-rent-arrears-calculator-desktop.png,review
/form-3-section-8,mobile,390,200,Serve Form 3A Section 8 Notice Correctly | England 2026,Serve Form 3A correctly before the case loses time,1,yes,15726,no,no,no,0,0,1,screenshots/form-3-section-8-mobile.png,review
/form-3-section-8,tablet,768,304,Serve Form 3A Section 8 Notice Correctly | England 2026,Serve Form 3A correctly before the case loses time,1,yes,15726,no,no,no,0,0,1,screenshots/form-3-section-8-tablet.png,review
/form-3-section-8,desktop,1440,304,Serve Form 3A Section 8 Notice Correctly | England 2026,Serve Form 3A correctly before the case loses time,1,yes,15753,no,no,no,0,0,1,screenshots/form-3-section-8-desktop.png,review
/eviction-cost-uk,mobile,390,200,How Much Does Eviction Cost UK? Full Breakdown (2026),Eviction Cost UK Guide,1,yes,8117,yes,no,no,1,0,1,screenshots/eviction-cost-uk-mobile.png,review
/eviction-cost-uk,tablet,768,304,How Much Does Eviction Cost UK? Full Breakdown (2026),Eviction Cost UK Guide,1,yes,8117,yes,no,no,1,0,1,screenshots/eviction-cost-uk-tablet.png,review
/eviction-cost-uk,desktop,1440,304,How Much Does Eviction Cost UK? Full Breakdown (2026),Eviction Cost UK Guide,1,yes,8144,yes,no,no,1,0,1,screenshots/eviction-cost-uk-desktop.png,review
/how-to-rent-guide,mobile,390,200,How to Rent Guide 2026: Compliance Check Before Notice,How to Rent compliance check before notice or tenancy,1,yes,7108,yes,no,no,0,0,1,screenshots/how-to-rent-guide-mobile.png,review
/how-to-rent-guide,tablet,768,304,How to Rent Guide 2026: Compliance Check Before Notice,How to Rent compliance check before notice or tenancy,1,yes,7108,yes,no,no,0,0,1,screenshots/how-to-rent-guide-tablet.png,review
/how-to-rent-guide,desktop,1440,304,How to Rent Guide 2026: Compliance Check Before Notice,How to Rent compliance check before notice or tenancy,1,yes,7135,yes,no,no,0,0,1,screenshots/how-to-rent-guide-desktop.png,review
/n5-n119-possession-claim,mobile,390,200,Prepare N5 and N119 Court Papers After Notice,Prepare N5 and N119 court papers after notice,1,yes,18598,no,no,no,0,0,1,screenshots/n5-n119-possession-claim-mobile.png,review
/n5-n119-possession-claim,tablet,768,304,Prepare N5 and N119 Court Papers After Notice,Prepare N5 and N119 court papers after notice,1,yes,18598,no,no,no,0,0,1,screenshots/n5-n119-possession-claim-tablet.png,review
/n5-n119-possession-claim,desktop,1440,304,Prepare N5 and N119 Court Papers After Notice,Prepare N5 and N119 court papers after notice,1,yes,18625,no,no,no,0,0,1,screenshots/n5-n119-possession-claim-desktop.png,review
/money-claim-carpet-damage,mobile,390,200,"Claim for Carpet Damage from Tenant 2026 | Stains, Burns & Replacement",Money Claim for Carpet Damage Costs,1,yes,7635,yes,no,no,0,0,1,screenshots/money-claim-carpet-damage-mobile.png,review
/money-claim-carpet-damage,tablet,768,304,"Claim for Carpet Damage from Tenant 2026 | Stains, Burns & Replacement",Money Claim for Carpet Damage Costs,1,yes,7635,yes,no,no,0,0,1,screenshots/money-claim-carpet-damage-tablet.png,review
/money-claim-carpet-damage,desktop,1440,304,"Claim for Carpet Damage from Tenant 2026 | Stains, Burns & Replacement",Money Claim for Carpet Damage Costs,1,yes,7662,yes,no,no,0,0,1,screenshots/money-claim-carpet-damage-desktop.png,review
/section-8-grounds/how-to-evict-a-tenant-using-ground-1a,mobile,390,200,Ground 1A Eviction: Selling the Property | LandlordHeaven,How to Evict a Tenant Using Ground 1A - Selling the Property,1,yes,6735,yes,no,no,0,0,1,screenshots/section-8-grounds-how-to-evict-a-tenant-using-ground-1a-mobile.png,review
/section-8-grounds/how-to-evict-a-tenant-using-ground-1a,tablet,768,304,Ground 1A Eviction: Selling the Property | LandlordHeaven,How to Evict a Tenant Using Ground 1A - Selling the Property,1,yes,6735,yes,no,no,0,0,1,screenshots/section-8-grounds-how-to-evict-a-tenant-using-ground-1a-tablet.png,review
/section-8-grounds/how-to-evict-a-tenant-using-ground-1a,desktop,1440,304,Ground 1A Eviction: Selling the Property | LandlordHeaven,How to Evict a Tenant Using Ground 1A - Selling the Property,1,yes,6735,yes,no,no,0,0,1,screenshots/section-8-grounds-how-to-evict-a-tenant-using-ground-1a-desktop.png,review
/blog/how-to-write-letter-before-action-unpaid-rent,mobile,390,200,How to Write a Letter Before Action for Unpaid Rent (,How to Write a Letter Before Action for Unpaid Rent (,1,yes,12087,no,no,no,1,0,1,screenshots/blog-how-to-write-letter-before-action-unpaid-rent-mobile.png,review
/blog/how-to-write-letter-before-action-unpaid-rent,tablet,768,304,How to Write a Letter Before Action for Unpaid Rent (,How to Write a Letter Before Action for Unpaid Rent (,1,yes,12087,no,no,no,1,0,1,screenshots/blog-how-to-write-letter-before-action-unpaid-rent-tablet.png,review
/blog/how-to-write-letter-before-action-unpaid-rent,desktop,1440,304,How to Write a Letter Before Action for Unpaid Rent (,How to Write a Letter Before Action for Unpaid Rent (,1,yes,12336,no,no,no,1,0,1,screenshots/blog-how-to-write-letter-before-action-unpaid-rent-desktop.png,review
/blog/england-bailiff-eviction,mobile,390,200,Bailiff Eviction Day - What to Expect (England Guide ),Bailiff Eviction Day - What to Expect (England Guide ),1,yes,16878,no,no,no,0,0,1,screenshots/blog-england-bailiff-eviction-mobile.png,review
/blog/england-bailiff-eviction,tablet,768,304,Bailiff Eviction Day - What to Expect (England Guide ),Bailiff Eviction Day - What to Expect (England Guide ),1,yes,16878,no,no,no,0,0,1,screenshots/blog-england-bailiff-eviction-tablet.png,review
/blog/england-bailiff-eviction,desktop,1440,304,Bailiff Eviction Day - What to Expect (England Guide ),Bailiff Eviction Day - What to Expect (England Guide ),1,yes,17127,no,no,no,1,0,1,screenshots/blog-england-bailiff-eviction-desktop.png,review
/blog/england-section-8-ground-1,mobile,390,200,Section 8 Ground 1 Explained: Landlord Returning to,Section 8 Ground 1 Explained: Landlord Returning to,1,yes,17361,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-1-mobile.png,review
/blog/england-section-8-ground-1,tablet,768,304,Section 8 Ground 1 Explained: Landlord Returning to,Section 8 Ground 1 Explained: Landlord Returning to,1,yes,17361,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-1-tablet.png,review
/blog/england-section-8-ground-1,desktop,1440,304,Section 8 Ground 1 Explained: Landlord Returning to,Section 8 Ground 1 Explained: Landlord Returning to,1,yes,17600,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-1-desktop.png,review
/blog/england-county-court-forms,mobile,390,200,"County Court Eviction Forms Explained - N5, N5B, N119","County Court Eviction Forms Explained - N5, N5B, N119",1,yes,16209,no,no,no,0,0,1,screenshots/blog-england-county-court-forms-mobile.png,review
/blog/england-county-court-forms,tablet,768,304,"County Court Eviction Forms Explained - N5, N5B, N119","County Court Eviction Forms Explained - N5, N5B, N119",1,yes,16209,no,no,no,0,0,1,screenshots/blog-england-county-court-forms-tablet.png,review
/blog/england-county-court-forms,desktop,1440,304,"County Court Eviction Forms Explained - N5, N5B, N119","County Court Eviction Forms Explained - N5, N5B, N119",1,yes,16492,no,no,no,1,0,1,screenshots/blog-england-county-court-forms-desktop.png,review
/blog/how-long-does-eviction-take-uk,mobile,390,200,How Long Does Eviction Take in the UK? Complete Timeline,How Long Does Eviction Take in the UK? Complete Timeline,1,yes,14220,no,no,no,0,0,1,screenshots/blog-how-long-does-eviction-take-uk-mobile.png,review
/blog/how-long-does-eviction-take-uk,tablet,768,304,How Long Does Eviction Take in the UK? Complete Timeline,How Long Does Eviction Take in the UK? Complete Timeline,1,yes,14220,no,no,no,0,0,1,screenshots/blog-how-long-does-eviction-take-uk-tablet.png,review
/blog/how-long-does-eviction-take-uk,desktop,1440,304,How Long Does Eviction Take in the UK? Complete Timeline,How Long Does Eviction Take in the UK? Complete Timeline,1,yes,14465,no,no,no,1,0,1,screenshots/blog-how-long-does-eviction-take-uk-desktop.png,review
/blog/england-section-8-ground-10-11,mobile,390,200,Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),1,yes,19378,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-10-11-mobile.png,review
/blog/england-section-8-ground-10-11,tablet,768,304,Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),1,yes,19378,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-10-11-tablet.png,review
/blog/england-section-8-ground-10-11,desktop,1440,304,Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),Section 8 Grounds 10 and 11 | Rent Arrears Guide (England),1,yes,19696,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-10-11-desktop.png,review
/blog/england-money-claim-online,mobile,390,200,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,1,yes,18462,no,no,no,0,0,1,screenshots/blog-england-money-claim-online-mobile.png,review
/blog/england-money-claim-online,tablet,768,304,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,1,yes,18462,no,no,no,0,0,1,screenshots/blog-england-money-claim-online-tablet.png,review
/blog/england-money-claim-online,desktop,1440,304,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,Money Claim Online (MCOL) for Landlords: Rent Arrears Guide,1,yes,18750,no,no,no,1,0,1,screenshots/blog-england-money-claim-online-desktop.png,review
/blog/england-section-8-ground-14,mobile,390,200,Section 8 Ground 14 Explained: Antisocial Behaviour,Section 8 Ground 14 Explained: Antisocial Behaviour,1,yes,20270,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-14-mobile.png,review
/blog/england-section-8-ground-14,tablet,768,304,Section 8 Ground 14 Explained: Antisocial Behaviour,Section 8 Ground 14 Explained: Antisocial Behaviour,1,yes,20270,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-14-tablet.png,review
/blog/england-section-8-ground-14,desktop,1440,304,Section 8 Ground 14 Explained: Antisocial Behaviour,Section 8 Ground 14 Explained: Antisocial Behaviour,1,yes,20570,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-14-desktop.png,review
/blog/england-section-8-ground-12,mobile,390,200,Section 8 Ground 12 Explained: Breach of Tenancy Terms,Section 8 Ground 12 Explained: Breach of Tenancy Terms,1,yes,21131,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-12-mobile.png,review
/blog/england-section-8-ground-12,tablet,768,304,Section 8 Ground 12 Explained: Breach of Tenancy Terms,Section 8 Ground 12 Explained: Breach of Tenancy Terms,1,yes,21131,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-12-tablet.png,review
/blog/england-section-8-ground-12,desktop,1440,304,Section 8 Ground 12 Explained: Breach of Tenancy Terms,Section 8 Ground 12 Explained: Breach of Tenancy Terms,1,yes,21413,no,no,no,1,0,1,screenshots/blog-england-section-8-ground-12-desktop.png,review
/blog/uk-guarantor-agreements-guide,mobile,390,200,UK Guarantor Agreements - Complete Landlord Guide,UK Guarantor Agreements - Complete Landlord Guide,1,yes,12738,no,no,no,0,0,1,screenshots/blog-uk-guarantor-agreements-guide-mobile.png,review
/blog/uk-guarantor-agreements-guide,tablet,768,304,UK Guarantor Agreements - Complete Landlord Guide,UK Guarantor Agreements - Complete Landlord Guide,1,yes,12738,no,no,no,0,0,1,screenshots/blog-uk-guarantor-agreements-guide-tablet.png,review
/blog/uk-guarantor-agreements-guide,desktop,1440,304,UK Guarantor Agreements - Complete Landlord Guide,UK Guarantor Agreements - Complete Landlord Guide,1,yes,12950,no,no,no,1,0,1,screenshots/blog-uk-guarantor-agreements-guide-desktop.png,review
/blog/how-to-serve-eviction-notice,mobile,390,200,How to Serve an Eviction Notice in England After May Guide,How to Serve an Eviction Notice in England After May Guide,1,yes,14182,no,no,no,0,0,1,screenshots/blog-how-to-serve-eviction-notice-mobile.png,review
/blog/how-to-serve-eviction-notice,tablet,768,304,How to Serve an Eviction Notice in England After May Guide,How to Serve an Eviction Notice in England After May Guide,1,yes,14182,no,no,no,0,0,1,screenshots/blog-how-to-serve-eviction-notice-tablet.png,review
/blog/how-to-serve-eviction-notice,desktop,1440,304,How to Serve an Eviction Notice in England After May Guide,How to Serve an Eviction Notice in England After May Guide,1,yes,14424,no,no,no,1,0,1,screenshots/blog-how-to-serve-eviction-notice-desktop.png,review
/products/notice-only,mobile,390,200,Serve a Section 8 Form 3A Notice | £39.99,Create a Section 8 eviction notice and service file,1,yes,14783,no,no,no,0,0,1,screenshots/products-notice-only-mobile.png,review
/products/notice-only,tablet,768,304,Serve a Section 8 Form 3A Notice | £39.99,Create a Section 8 eviction notice and service file,1,yes,14792,no,no,no,0,0,1,screenshots/products-notice-only-tablet.png,review
/products/notice-only,desktop,1440,304,Serve a Section 8 Form 3A Notice | £39.99,Create a Section 8 eviction notice and service file,1,yes,14878,no,no,no,0,0,1,screenshots/products-notice-only-desktop.png,review
/products/complete-pack,mobile,390,200,Prepare Section 8 Court Papers | N5 & N119 | £69.99,Section 8 possession claim pack with N5 and N119,1,yes,16651,no,no,no,0,0,1,screenshots/products-complete-pack-mobile.png,review
/products/complete-pack,tablet,768,304,Prepare Section 8 Court Papers | N5 & N119 | £69.99,Section 8 possession claim pack with N5 and N119,1,yes,16660,no,no,no,0,0,1,screenshots/products-complete-pack-tablet.png,review
/products/complete-pack,desktop,1440,304,Prepare Section 8 Court Papers | N5 & N119 | £69.99,Section 8 possession claim pack with N5 and N119,1,yes,16737,no,no,no,0,0,1,screenshots/products-complete-pack-desktop.png,review
/products/money-claim,mobile,390,200,Recover Unpaid Rent Money Claim Pack | MCOL & N1 | £28.99,Recover unpaid rent with a landlord money claim pack,1,yes,10554,no,no,no,0,0,1,screenshots/products-money-claim-mobile.png,review
/products/money-claim,tablet,768,304,Recover Unpaid Rent Money Claim Pack | MCOL & N1 | £28.99,Recover unpaid rent with a landlord money claim pack,1,yes,10554,no,no,no,0,0,1,screenshots/products-money-claim-tablet.png,review
/products/money-claim,desktop,1440,304,Recover Unpaid Rent Money Claim Pack | MCOL & N1 | £28.99,Recover unpaid rent with a landlord money claim pack,1,yes,10618,no,no,no,0,0,1,screenshots/products-money-claim-desktop.png,review
/products/ast,mobile,390,200,Tenancy Agreement England | Renters' Rights Act Compliant,Create the right Englandtenancy agreement for the let,1,yes,11056,no,no,no,0,0,1,screenshots/products-ast-mobile.png,review
/products/ast,tablet,768,304,Tenancy Agreement England | Renters' Rights Act Compliant,Create the right Englandtenancy agreement for the let,1,yes,11056,no,no,no,0,0,1,screenshots/products-ast-tablet.png,review
/products/ast,desktop,1440,304,Tenancy Agreement England | Renters' Rights Act Compliant,Create the right Englandtenancy agreement for the let,1,yes,11138,no,no,no,0,0,1,screenshots/products-ast-desktop.png,review
/products/section-13-standard,mobile,390,200,Form 4A Rent Increase Pack | Market Evidence | £24.99,Create a Form 4A rent increase pack with market evidence.,1,yes,9267,no,no,no,0,0,1,screenshots/products-section-13-standard-mobile.png,review
/products/section-13-standard,tablet,768,304,Form 4A Rent Increase Pack | Market Evidence | £24.99,Create a Form 4A rent increase pack with market evidence.,1,yes,9267,no,no,no,0,0,1,screenshots/products-section-13-standard-tablet.png,review
/products/section-13-standard,desktop,1440,304,Form 4A Rent Increase Pack | Market Evidence | £24.99,Create a Form 4A rent increase pack with market evidence.,1,yes,9344,no,no,no,0,0,1,screenshots/products-section-13-standard-desktop.png,review
